Trial no,Scaling_Method,Accuracy,Precision,F1,Recall,Best Params
100,No Scaling,0.8695830205418685,0.8641390754255922,0.8637054868027135,0.8695830205418685,"{'n_estimators': 900, 'criterion': 'entropy', 'max_depth': 45, 'min_samples_split': 10, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None}"
100,MaxAbsScaler,0.8547055210537091,0.8474038308964051,0.8461951895252822,0.8547055210537091,"{'n_estimators': 550, 'criterion': 'log_loss', 'max_depth': 35, 'min_samples_split': 5, 'min_samples_leaf': 11, 'max_features': 'sqrt', 'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None}"
100,StandardScaler,0.8658295229645806,0.8602128692673677,0.8607809712821889,0.8658295229645806,"{'n_estimators': 200, 'criterion': 'entropy', 'max_depth': 37, 'min_samples_split': 3, 'min_samples_leaf': 15, 'max_features': None, 'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None}"
100,MinMaxScaler,0.8579130553470279,0.8513670690280796,0.8520197496705542,0.8579130553470279,"{'n_estimators': 400, 'criterion': 'entropy', 'max_depth': 14, 'min_samples_split': 3, 'min_samples_leaf': 9, 'max_features': None, 'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None}"
100,RobustScaler,0.8649423326281308,0.8592730279590234,0.856673958400965,0.8649423326281308,"{'n_estimators': 850, 'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 7, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None}"
100,QuantileTransformer (Uniform),0.8581177915785163,0.8517827519308511,0.8526922239139147,0.8581177915785163,"{'n_estimators': 650, 'criterion': 'gini', 'max_depth': 46, 'min_samples_split': 4, 'min_samples_leaf': 3, 'max_features': None, 'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None}"
100,QuantileTransformer (Normal),0.8610523442298506,0.8548207664256106,0.855308578368408,0.8610523442298506,"{'n_estimators': 300, 'criterion': 'gini', 'max_depth': 39, 'min_samples_split': 17, 'min_samples_leaf': 14, 'max_features': 'sqrt', 'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None}"
200,No Scaling,0.868832321026411,0.8633046229343166,0.8628554678,0.868832321026411,"{'n_estimators': 350, 'criterion': 'log_loss', 'max_depth': 34, 'min_samples_split': 11, 'min_samples_leaf': 7, 'max_features': 'sqrt', 'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None}"
200,MaxAbsScaler,0.8600286630724083,0.853662061318763,0.8541352528006779,0.8600286630724083,"{'n_estimators': 200, 'criterion': 'gini', 'max_depth': 22, 'min_samples_split': 13, 'min_samples_leaf': 4, 'max_features': None, 'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None}"
200,StandardScaler,0.8667167133010305,0.8612479167122284,0.8618906125982216,0.8667167133010305,"{'n_estimators': 450, 'criterion': 'entropy', 'max_depth': 29, 'min_samples_split': 20, 'min_samples_leaf': 9, 'max_features': None, 'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None}"
200,MinMaxScaler,0.8599604176619122,0.8537695396325349,0.8545575441461769,0.8599604176619122,"{'n_estimators': 700, 'criterion': 'log_loss', 'max_depth': 45, 'min_samples_split': 11, 'min_samples_leaf': 2, 'max_features': None, 'bootstrap': True, 'ccp_alpha': 0.0, 'class_weight': None}"
200,RobustScaler,0.8652835596806114,0.8594320419984027,0.8595642808132148,0.8652835596806114,"{'n_estimators': 250, 'criterion': 'gini', 'max_depth': 42, 'min_samples_split': 9, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'bootstrap': False, 'ccp_alpha': 0.0, 'class_weight': None}"
